task_key,official_task_name,method_name,compression_ratio,retained_budget,n_samples,Acc,F1,CIF,ERR,ECov,DRR,delta_NLL,GPR,NA_metric_count
longbench_hotpotqa,hotpotqa,AdaKVPress,0.25,0.75,200,0.715,0.715,0.025,1.0,1.0,1.0,0.015326143169361815,0.9884538355685847,0
longbench_hotpotqa,hotpotqa,AdaKVPress,0.5,0.5,200,0.7,0.7,0.04,1.0,1.0,0.999982839676528,0.06858324311712957,0.9606590189647725,0
longbench_hotpotqa,hotpotqa,AdaKVPress,0.75,0.25,200,0.655,0.655,0.09,0.9963632931668533,1.0,0.9827761945854,0.2161104291163064,0.905534493069592,0
longbench_hotpotqa,hotpotqa,ChunkKVPress_Knorm,0.25,0.75,200,0.605,0.605,0.175,0.9979166666666667,0.9983333333333333,0.9981775592845252,0.18541273665663155,0.9861009488257442,0
longbench_hotpotqa,hotpotqa,ChunkKVPress_Knorm,0.5,0.5,200,0.45,0.45,0.325,0.9533457876685617,0.9891666666666667,0.969178301686656,0.781181275375168,0.8586958407555142,0
longbench_hotpotqa,hotpotqa,ChunkKVPress_Knorm,0.75,0.25,200,0.285,0.285,0.495,0.7631559786081047,0.9179999999999999,0.7990465862367461,1.9306125987748362,0.543878760891517,0
longbench_hotpotqa,hotpotqa,KeyDiffPress,0.25,0.75,200,0.645,0.645,0.12,1.0,1.0,1.0,0.02739020259822621,1.0412541029786277,0
longbench_hotpotqa,hotpotqa,KeyDiffPress,0.5,0.5,200,0.515,0.515,0.255,1.0,1.0,1.0,0.5556636107330276,0.8088276324562428,0
longbench_hotpotqa,hotpotqa,KeyDiffPress,0.75,0.25,200,0.255,0.255,0.49,0.9999537037037036,1.0,0.9999782209407566,2.811841789245106,0.40760764530351634,0
longbench_hotpotqa,hotpotqa,PyramidKVPress,0.25,0.75,200,0.715,0.715,0.025,1.0,1.0,1.0,0.01931711064258198,0.9882854084229621,0
longbench_hotpotqa,hotpotqa,PyramidKVPress,0.5,0.5,200,0.69,0.69,0.05,1.0,1.0,0.9999618184726562,0.08934134681094896,0.9505432050537239,0
longbench_hotpotqa,hotpotqa,PyramidKVPress,0.75,0.25,200,0.63,0.63,0.11,0.9952512779965497,1.0,0.9800997307042811,0.26576766066204177,0.909326007403931,0
longbench_hotpotqa,hotpotqa,QuantizedCache,0.25,0.75,200,0.725,0.725,0.015,1.0,1.0,1.0,-0.0005760012167786477,1.0007067189441132,0
longbench_hotpotqa,hotpotqa,QuantizedCache,0.5,0.5,200,0.7,0.7,0.04,1.0,1.0,1.0,0.008997451511388544,0.9985838294883463,0
longbench_hotpotqa,hotpotqa,QuantizedCache,0.75,0.25,200,0.21,0.21,0.535,1.0,1.0,1.0,5.085420655163106,0.34465768289313936,0
longbench_hotpotqa,hotpotqa,SnapKVPress,0.25,0.75,200,0.715,0.715,0.025,1.0,1.0,1.0,0.01931711064258198,0.9882854084229621,0
longbench_hotpotqa,hotpotqa,SnapKVPress,0.5,0.5,200,0.69,0.69,0.05,1.0,1.0,0.9999618184726562,0.08934134681094896,0.9505432050537239,0
longbench_hotpotqa,hotpotqa,SnapKVPress,0.75,0.25,200,0.63,0.63,0.11,0.9952512779965497,1.0,0.9800997307042811,0.26576766066204177,0.909326007403931,0
longbench_hotpotqa,hotpotqa,StreamingLLMPress,0.25,0.75,200,0.68,0.68,0.075,0.7239023726071028,0.7352738095238095,0.7453757239827923,0.2563268255675547,0.9511667210087151,0
longbench_hotpotqa,hotpotqa,StreamingLLMPress,0.5,0.5,200,0.575,0.575,0.18,0.46902596127748475,0.47783333333333333,0.49332565046144244,0.5691753664210859,0.8464089100182386,0
longbench_hotpotqa,hotpotqa,StreamingLLMPress,0.75,0.25,200,0.5,0.5,0.25,0.2256883056198931,0.24033333333333332,0.23487142433907005,0.8442854102950815,0.729701766197129,0
longbench_hotpotqa,hotpotqa,TOVAPress,0.25,0.75,200,0.725,0.725,0.015,0.9999499607535322,1.0,0.9993702432213447,0.018382811204283745,0.9904324004177775,0
longbench_hotpotqa,hotpotqa,TOVAPress,0.5,0.5,200,0.7,0.7,0.04,0.9972237733295582,1.0,0.9776110011958709,0.06301155023022913,0.9651052164828475,0
longbench_hotpotqa,hotpotqa,TOVAPress,0.75,0.25,200,0.655,0.655,0.085,0.9386051852418431,1.0,0.7809673846029531,0.2127569179811277,0.9020511856151578,0
longbench_hotpotqa,hotpotqa,ThinKPress,0.25,0.75,200,0.685,0.685,0.08,1.0,1.0,1.0,-0.0366978503104626,1.0673611568089816,0
longbench_hotpotqa,hotpotqa,ThinKPress,0.5,0.5,200,0.125,0.125,0.62,1.0,1.0,1.0,9.841021450614612,0.1556774092582074,0
longbench_hotpotqa,hotpotqa,ThinKPress,0.75,0.25,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000
longbench_qasper,qasper,AdaKVPress,0.25,0.75,200,0.305,0.305,0.0,1.0,1.0,1.0,0.017284649919473795,0.9931473164353661,0
longbench_qasper,qasper,AdaKVPress,0.5,0.5,200,0.275,0.275,0.03,1.0,1.0,0.9999840112318789,0.09598676359803586,0.939519927281061,0
longbench_qasper,qasper,AdaKVPress,0.75,0.25,200,0.27,0.27,0.035,0.9987982328826591,1.0,0.9940373185629298,0.3194529993587778,0.8061107104337211,0
longbench_qasper,qasper,ChunkKVPress_Knorm,0.25,0.75,200,0.24,0.24,0.07,1.0,1.0,0.9996293910677564,0.2550174064080844,0.8505692373827067,0
longbench_qasper,qasper,ChunkKVPress_Knorm,0.5,0.5,200,0.21,0.21,0.11,0.979894159264381,0.99875,0.9783928231186956,0.5967836748050943,0.69059987260141,0
longbench_qasper,qasper,ChunkKVPress_Knorm,0.75,0.25,200,0.185,0.185,0.12,0.7981338159528782,0.9495833333333333,0.8244462524354477,1.235333441778107,0.48848436371465803,0
longbench_qasper,qasper,KeyDiffPress,0.25,0.75,200,0.245,0.245,0.055,1.0,1.0,1.0,0.32261676694903474,0.7978639993921602,0
longbench_qasper,qasper,KeyDiffPress,0.5,0.5,200,0.18,0.18,0.12,1.0,1.0,1.0,0.9318020419646073,0.5462765870610802,0
longbench_qasper,qasper,KeyDiffPress,0.75,0.25,200,0.135,0.135,0.17,1.0,1.0,0.9999890271547862,2.4481785967145804,0.3065171107656464,0
longbench_qasper,qasper,PyramidKVPress,0.25,0.75,200,0.315,0.315,0.005,1.0,1.0,1.0,0.026352496124135573,0.9892049125662323,0
longbench_qasper,qasper,PyramidKVPress,0.5,0.5,200,0.275,0.275,0.025,1.0,1.0,0.9999924230586517,0.10824006945321221,0.9274635974097794,0
longbench_qasper,qasper,PyramidKVPress,0.75,0.25,200,0.275,0.275,0.035,0.9988182073671389,1.0,0.9939131541314797,0.37473481617078536,0.7713342271936533,0
longbench_qasper,qasper,QuantizedCache,0.25,0.75,200,0.295,0.295,0.005,1.0,1.0,1.0,0.0023438999477351733,0.9977437878995957,0
longbench_qasper,qasper,QuantizedCache,0.5,0.5,200,0.295,0.295,0.015,1.0,1.0,1.0,0.037823549351313684,0.9780416786238624,0
longbench_qasper,qasper,QuantizedCache,0.75,0.25,200,0.085,0.085,0.21,1.0,1.0,1.0,3.773327826973374,0.25520338788471386,0
longbench_qasper,qasper,SnapKVPress,0.25,0.75,200,0.315,0.315,0.005,1.0,1.0,1.0,0.026352496124135573,0.9892049125662323,0
longbench_qasper,qasper,SnapKVPress,0.5,0.5,200,0.275,0.275,0.025,1.0,1.0,0.9999924230586517,0.10824006945321221,0.9274635974097794,0
longbench_qasper,qasper,SnapKVPress,0.75,0.25,200,0.275,0.275,0.035,0.9988182073671389,1.0,0.9939131541314797,0.37473481617078536,0.7713342271936533,0
longbench_qasper,qasper,StreamingLLMPress,0.25,0.75,200,0.25,0.25,0.06,0.7507387870321867,0.7591666666666668,0.692666108697014,0.31316795778670276,0.874688814855744,0
longbench_qasper,qasper,StreamingLLMPress,0.5,0.5,200,0.215,0.215,0.1,0.4726316090774876,0.48416666666666663,0.48889474425440527,0.7246038562817941,0.706779949280198,0
longbench_qasper,qasper,StreamingLLMPress,0.75,0.25,200,0.175,0.175,0.13,0.203188060554692,0.20958333333333332,0.2876593256576198,1.092621194488895,0.5567230976145771,0
longbench_qasper,qasper,TOVAPress,0.25,0.75,200,0.3,0.3,0.0,0.9998715724356765,1.0,0.9994343931959235,0.03748926865677716,0.9828797575402919,0
longbench_qasper,qasper,TOVAPress,0.5,0.5,200,0.29,0.29,0.03,0.9948172552373791,1.0,0.9799642640423483,0.14780897970245818,0.9082733534568225,0
longbench_qasper,qasper,TOVAPress,0.75,0.25,200,0.275,0.275,0.05,0.9401034010476308,1.0,0.8339610577727014,0.4038058144729056,0.762362753723216,0
longbench_qasper,qasper,ThinKPress,0.25,0.75,200,0.28,0.28,0.03,1.0,1.0,1.0,0.03192624976142827,1.002552929211564,0
longbench_qasper,qasper,ThinKPress,0.5,0.5,200,0.065,0.065,0.23,1.0,1.0,1.0,6.899943666127481,0.14767265944207153,0
longbench_qasper,qasper,ThinKPress,0.75,0.25,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000
